1.218885403766762493e-02,5.973057772517204711e+00,1.794010400772094727e-02,3.563793003559112549e-02,5.000000000000000104e-04
2.396619766717776601e-02,5.297602396607398845e+00,2.457291632890701294e-02,2.963268943130970001e-02,5.000000000000000104e-04
3.602200488327070987e-02,4.970829355120659265e+00,2.587500028312206268e-02,2.928373962640762329e-02,5.000000000000000104e-04
5.656591082457453068e-02,4.689808796048164474e+00,2.427083253860473633e-02,3.091931343078613281e-02,5.000000000000000104e-04
9.429903542622923573e-02,4.404918459057808100e+00,2.288281172513961792e-02,3.240399062633514404e-02,5.000000000000000104e-04
1.631810398958623287e-01,4.082330015897750464e+00,2.266145870089530945e-02,3.704713284969329834e-02,5.000000000000000104e-04
2.790313768200576305e-01,3.661354876160621608e+00,2.231249958276748657e-02,3.893984109163284302e-02,2.500000000000000052e-04
3.363576519489288597e-01,3.471200174093246549e+00,2.147656306624412537e-02,4.011763259768486023e-02,2.500000000000000052e-04
3.763246057182550453e-01,3.324977720975875961e+00,2.100260555744171143e-02,4.126266762614250183e-02,2.500000000000000052e-04
4.104230946674942704e-01,3.177950594127178174e+00,2.063541673123836517e-02,4.312676563858985901e-02,1.250000000000000026e-04
4.224188233166932815e-01,3.127035415768623317e+00,2.085937559604644775e-02,4.389370977878570557e-02,1.250000000000000026e-04
4.297830947116017541e-01,3.094413989186286962e+00,1.984635367989540100e-02,4.554462060332298279e-02,1.250000000000000026e-04
4.385377557203173904e-01,3.038904144763946658e+00,1.998177170753479004e-02,4.645184427499771118e-02,6.250000000000000130e-05
