1.061981758335605285e-02,6.624819201827048865e+00,1.549999974668025970e-02,4.079867899417877197e-02,3.750000000000000078e-04
2.133942684624344152e-02,5.406713145971298040e+00,2.304166741669178009e-02,2.995537221431732178e-02,5.000000000000000104e-04
3.122762985527515259e-02,5.071642158627510000e+00,2.511458471417427063e-02,3.142306953668594360e-02,5.000000000000000104e-04
4.497716095298529004e-02,4.803994095921516383e+00,2.449739724397659302e-02,3.088900819420814514e-02,5.000000000000000104e-04
6.991257735062390843e-02,4.549041424393653443e+00,2.395572885870933533e-02,3.433753550052642822e-02,5.000000000000000104e-04
1.179562488663941644e-01,4.261531773805618428e+00,2.267968654632568359e-02,3.595441207289695740e-02,5.000000000000000104e-04
2.236376536078751032e-01,3.832501067221164792e+00,2.138541638851165771e-02,4.220149293541908264e-02,2.500000000000000052e-04
3.048050489649176686e-01,3.571868180334567988e+00,2.120573073625564575e-02,4.369315132498741150e-02,2.500000000000000052e-04
3.631748400628566631e-01,3.371987659931182879e+00,2.051302045583724976e-02,4.612682014703750610e-02,2.500000000000000052e-04
4.108158808574080556e-01,3.169798970818519468e+00,1.999739557504653931e-02,4.969043657183647156e-02,1.250000000000000026e-04
4.251145789772272088e-01,3.112502191066742085e+00,1.969531178474426270e-02,4.950304329395294189e-02,1.250000000000000026e-04
4.344085373729467126e-01,3.071478092074394262e+00,1.945833489298820496e-02,5.073006823658943176e-02,1.250000000000000026e-04
4.437604647129774205e-01,3.006294426321983515e+00,1.925781369209289551e-02,5.265197902917861938e-02,6.250000000000000130e-05
4.465552816167474015e-01,2.991675093770027161e+00,1.949739456176757812e-02,5.352582409977912903e-02,6.250000000000000130e-05
4.491069226711988382e-01,2.976152047812938850e+00,1.936458423733711243e-02,5.409860610961914062e-02,6.250000000000000130e-05
4.515009329468011590e-01,2.956136765182018067e+00,1.935677044093608856e-02,5.403113737702369690e-02,3.125000000000000065e-05
4.527682242542505064e-01,2.948121513724327070e+00,1.876041665673255920e-02,5.617904663085937500e-02,3.125000000000000065e-05
4.536875734478235112e-01,2.942284845709800756e+00,1.895572990179061890e-02,5.657430738210678101e-02,3.125000000000000065e-05
4.547877293825149381e-01,2.933015846908092694e+00,1.878646016120910645e-02,5.639757588505744934e-02,1.562500000000000033e-05
4.552860883995890617e-01,2.928413703143596614e+00,1.850260421633720398e-02,5.692721903324127197e-02,1.562500000000000033e-05
4.559086669981479711e-01,2.924486536085605604e+00,1.863541826605796814e-02,5.721914023160934448e-02,1.562500000000000033e-05
4.563167919218540369e-01,2.920319101810455287e+00,1.871093735098838806e-02,5.853158980607986450e-02,7.812500000000000163e-06
4.564738756790757135e-01,2.920563027560711067e+00,1.888802088797092438e-02,5.790886655449867249e-02,7.812500000000000163e-06
4.567658285796642459e-01,2.917833311557769704e+00,1.851302012801170349e-02,5.792373418807983398e-02,7.812500000000000163e-06
4.572385884821414948e-01,2.914333196878433174e+00,1.864583417773246765e-02,5.828841775655746460e-02,3.906250000000000081e-06
4.573256198689341634e-01,2.913530255556106674e+00,1.843229308724403381e-02,5.798101425170898438e-02,3.906250000000000081e-06
4.574551252648234589e-01,2.912896037697791929e+00,1.839062571525573730e-02,5.814496055245399475e-02,3.906250000000000081e-06
4.574403856322169504e-01,2.913051781356334580e+00,1.841666735708713531e-02,5.760571733117103577e-02,1.953125000000000041e-06
4.577849954739213190e-01,2.910666452646255564e+00,1.810677163302898407e-02,5.639378726482391357e-02,1.953125000000000041e-06
4.579234844446182229e-01,2.909949320554733099e+00,1.869270950555801392e-02,5.781231075525283813e-02,1.953125000000000041e-06
4.577330160513520263e-01,2.911074627339839793e+00,1.855468750000000000e-02,5.827955901622772217e-02,9.765625000000000203e-07
4.577459327131510047e-01,2.910338731110095889e+00,1.880468800663948059e-02,5.775419250130653381e-02,9.765625000000000203e-07
